site_id,therapeutic_area,indication,planned_start_date,site_startup_days,fpi_date,enrollment_months,target_enrollment,actual_enrollment,avg_enroll_rate_per_month,screen_fail_rate,protocol_deviation_rate,data_entry_lag_days,retention_rate,competing_trials_same_ta
SITE1152,Oncology,NSCLC,2023-10-12,68,2023-12-19,9,57,62,6.49,0.26,0.07,6,0.82,1
SITE1152,Oncology,NSCLC,2021-10-05,89,2022-01-02,5,43,47,8.87,0.18,0.03,6,0.99,2
SITE1152,Oncology,CRC,2019-03-22,80,2019-06-10,13,18,24,1.35,0.17,0.12,2,0.96,3
SITE1152,Cardiology,HF,2022-03-10,32,2022-04-11,13,33,28,2.78,0.15,0.05,9,0.84,4
SITE1152,Oncology,Prostate,2023-12-19,105,2024-04-02,10,9,6,1.27,0.15,0.0,9,0.91,0
SITE1152,Endocrinology,T2D,2018-09-27,93,2018-12-29,3,22,27,7.38,0.2,0.0,5,0.83,2
SITE1152,Oncology,CRC,2022-02-09,74,2022-04-24,12,38,34,3.17,0.31,0.06,6,0.84,2
SITE1153,Oncology,Melanoma,2021-02-04,48,2021-03-24,16,36,36,2.71,0.13,0.05,6,0.99,3
SITE1153,Oncology,Prostate,2020-04-27,63,2020-06-29,8,45,44,5.4,0.26,0.08,12,0.77,4
SITE1153,Endocrinology,Obesity,2020-10-26,36,2020-12-01,14,38,39,2.88,0.1,0.03,8,0.98,0
SITE1153,Oncology,CRC,2021-11-05,78,2022-01-22,8,18,18,3.15,0.31,0.04,8,0.9,3
SITE1153,Cardiology,HF,2023-01-04,67,2023-03-12,6,26,17,4.6,0.25,0.04,3,0.95,1
SITE1153,Oncology,NSCLC,2017-10-14,64,2017-12-17,9,44,38,4.51,0.21,0.0,3,0.94,1
SITE1153,Cardiology,ACS,2020-02-28,94,2020-06-01,9,15,12,1.91,0.22,0.03,7,0.89,1
SITE1153,Neurology,MS,2023-07-29,36,2023-09-03,5,31,27,6.38,0.03,0.04,8,0.83,0
SITE1154,Endocrinology,T2D,2024-01-30,42,2024-03-12,7,12,22,1.87,0.27,0.08,6,0.99,2
SITE1154,Oncology,Melanoma,2017-04-13,49,2017-06-01,11,15,14,3.19,0.22,0.06,10,0.83,3
SITE1154,Oncology,Breast Cancer,2024-12-11,56,2025-02-05,4,34,31,8.38,0.27,0.04,2,0.9,3
SITE1154,Oncology,Prostate,2020-10-15,95,2021-01-18,9,20,16,1.36,0.28,0.01,6,0.81,2
SITE1154,Oncology,Prostate,2018-12-28,99,2019-04-06,12,32,34,3.35,0.25,0.05,8,0.89,4
SITE1155,Neurology,Epilepsy,2021-10-10,100,2022-01-18,3,34,32,10.0,0.27,0.08,7,0.92,2
SITE1155,Cardiology,AF,2020-01-27,33,2020-02-29,4,31,24,7.17,0.26,0.05,0,0.83,4
SITE1155,Neurology,MS,2020-09-26,59,2020-11-24,7,46,47,6.4,0.05,0.04,2,0.84,2
SITE1155,Oncology,Melanoma,2020-03-19,56,2020-05-14,5,46,40,9.21,0.28,0.06,2,0.85,3
SITE1155,Oncology,Melanoma,2023-04-05,91,2023-07-05,10,17,7,0.86,0.08,0.08,11,0.89,1
SITE1155,Endocrinology,T2D,2023-11-08,72,2024-01-19,12,56,57,5.44,0.22,0.02,8,0.9,2
SITE1155,Endocrinology,T2D,2017-02-03,80,2017-04-24,12,17,16,1.74,0.22,0.01,8,0.94,3
SITE1156,Oncology,Breast Cancer,2020-02-28,66,2020-05-04,12,50,49,4.92,0.3,0.04,11,0.79,2
SITE1156,Oncology,Melanoma,2022-08-24,63,2022-10-26,17,17,22,1.45,0.14,0.05,11,0.84,1
SITE1156,Oncology,NSCLC,2017-01-01,54,2017-02-24,6,17,13,3.26,0.18,0.03,9,0.85,1
SITE1156,Oncology,CRC,2024-12-09,55,2025-02-02,10,53,50,3.68,0.24,0.03,6,0.8,2
SITE1156,Neurology,Epilepsy,2017-02-04,80,2017-04-25,8,25,22,3.1,0.24,0.06,7,0.91,1
SITE1156,Endocrinology,Obesity,2021-01-10,58,2021-03-09,6,33,31,5.84,0.33,0.0,9,0.96,0
SITE1156,Neurology,MS,2020-05-10,92,2020-08-10,3,39,36,10.0,0.11,0.08,0,0.88,2
SITE1157,Oncology,Breast Cancer,2023-10-22,82,2024-01-12,13,31,26,2.42,0.21,0.01,7,0.92,3
SITE1157,Oncology,NSCLC,2021-10-07,92,2022-01-07,12,8,2,1.55,0.12,0.06,1,0.87,3
SITE1157,Endocrinology,T2D,2019-06-18,42,2019-07-30,15,51,43,3.73,0.13,0.05,7,0.87,1
SITE1157,Oncology,Prostate,2019-12-09,49,2020-01-27,10,25,27,2.98,0.27,0.08,7,0.87,1
SITE1157,Oncology,NSCLC,2023-05-30,60,2023-07-29,6,18,27,3.81,0.35,0.04,7,0.86,0
SITE1157,Cardiology,HF,2023-09-02,28,2023-09-30,11,56,55,4.51,0.04,0.09,6,0.85,3
SITE1157,Oncology,Melanoma,2021-01-07,83,2021-03-31,12,49,39,4.32,0.23,0.03,5,0.87,0
SITE1157,Endocrinology,T2D,2023-06-24,57,2023-08-20,14,15,15,0.99,0.33,0.03,6,0.93,0
SITE1158,Oncology,Breast Cancer,2018-12-20,64,2019-02-22,5,53,48,10.0,0.2,0.05,5,0.78,1
SITE1158,Endocrinology,Obesity,2024-07-16,44,2024-08-29,6,55,56,8.86,0.26,0.01,4,0.96,4
SITE1158,Cardiology,ACS,2023-06-10,59,2023-08-08,8,16,19,2.89,0.27,0.02,7,0.85,2
SITE1158,Endocrinology,Obesity,2021-12-23,61,2022-02-22,8,36,28,4.91,0.17,0.05,7,0.97,4
SITE1158,Oncology,Melanoma,2023-06-26,97,2023-10-01,11,8,5,0.2,0.16,0.06,0,0.93,0
SITE1159,Oncology,Prostate,2018-01-05,59,2018-03-05,15,16,15,0.48,0.35,0.07,5,0.86,0
SITE1159,Endocrinology,Obesity,2020-06-06,80,2020-08-25,7,56,50,8.17,0.22,0.03,10,0.88,3
SITE1159,Oncology,Prostate,2020-08-27,59,2020-10-25,7,44,37,5.04,0.08,0.01,5,0.99,3
SITE1159,Neurology,MS,2024-02-03,57,2024-03-31,6,25,23,3.94,0.19,0.06,3,0.84,4
SITE1160,Endocrinology,T2D,2017-07-04,60,2017-09-02,11,40,38,3.13,0.28,0.02,1,0.78,2
SITE1160,Oncology,Breast Cancer,2017-07-01,58,2017-08-28,7,24,27,4.99,0.17,0.02,9,0.85,2
SITE1160,Endocrinology,Obesity,2024-12-23,77,2025-03-10,17,24,20,0.2,0.1,0.03,5,0.98,4
SITE1160,Oncology,NSCLC,2024-07-05,42,2024-08-16,9,55,47,6.56,0.28,0.02,8,0.92,4
SITE1160,Neurology,Epilepsy,2022-03-01,60,2022-04-30,3,47,43,10.0,0.12,0.03,7,0.85,1
SITE1160,Oncology,NSCLC,2022-10-09,57,2022-12-05,10,28,32,2.21,0.21,0.03,0,0.8,4
SITE1160,Oncology,Melanoma,2020-10-28,52,2020-12-19,11,6,9,0.78,0.2,0.04,3,0.89,4
SITE1161,Oncology,Melanoma,2017-09-10,92,2017-12-11,3,37,37,10.0,0.08,0.04,5,0.88,4
SITE1161,Endocrinology,T2D,2019-11-10,46,2019-12-26,11,7,0,2.11,0.14,0.03,5,0.92,3
SITE1161,Oncology,Breast Cancer,2024-06-05,28,2024-07-03,10,28,34,1.85,0.21,0.07,6,0.74,0
SITE1161,Oncology,Melanoma,2018-12-26,74,2019-03-10,4,25,22,5.24,0.36,0.07,6,0.81,1
SITE1161,Oncology,Melanoma,2018-01-11,83,2018-04-04,15,26,21,2.02,0.24,0.03,9,0.86,0
SITE1161,Oncology,NSCLC,2017-06-18,58,2017-08-15,9,46,43,3.84,0.32,0.06,7,0.93,2
SITE1162,Neurology,Epilepsy,2024-07-02,85,2024-09-25,17,47,39,3.32,0.14,0.05,10,0.92,2
SITE1162,Cardiology,ACS,2018-01-16,57,2018-03-14,10,57,40,5.18,0.32,0.04,7,0.99,2
SITE1163,Neurology,MS,2022-11-26,81,2023-02-15,11,23,13,3.34,0.24,0.04,5,0.93,1
SITE1163,Endocrinology,Obesity,2024-05-01,61,2024-07-01,9,31,30,4.28,0.11,0.06,6,0.92,2
SITE1163,Cardiology,ACS,2019-10-07,56,2019-12-02,3,49,47,10.0,0.29,0.05,4,0.82,0
SITE1163,Oncology,CRC,2017-09-26,61,2017-11-26,9,32,34,3.46,0.17,0.0,9,0.81,2
SITE1164,Cardiology,AF,2020-11-06,110,2021-02-24,3,45,42,10.0,0.09,0.06,2,0.92,0
SITE1164,Endocrinology,Obesity,2023-10-21,45,2023-12-05,11,46,43,5.44,0.12,0.03,7,0.92,3
SITE1164,Neurology,MS,2017-12-20,42,2018-01-31,9,55,45,6.46,0.28,0.06,8,0.79,0
SITE1164,Oncology,Prostate,2017-03-08,75,2017-05-22,15,22,23,1.47,0.3,0.05,3,0.89,3
SITE1164,Oncology,NSCLC,2020-11-08,55,2021-01-02,13,25,28,3.24,0.31,0.0,4,0.81,4
SITE1164,Oncology,CRC,2018-04-15,66,2018-06-20,12,22,18,2.55,0.29,0.13,10,0.87,4
SITE1165,Oncology,NSCLC,2023-04-03,75,2023-06-17,11,13,14,1.59,0.12,0.06,9,0.9,2
SITE1165,Endocrinology,Obesity,2020-12-08,73,2021-02-19,3,53,50,10.0,0.2,0.06,7,0.82,1
SITE1165,Endocrinology,T2D,2023-10-21,102,2024-01-31,13,5,0,0.2,0.2,0.06,1,0.97,3
SITE1165,Oncology,NSCLC,2024-02-16,85,2024-05-11,6,17,17,2.37,0.29,0.0,11,0.74,1
SITE1165,Endocrinology,Obesity,2023-12-24,100,2024-04-02,6,29,24,5.37,0.11,0.05,5,0.87,1
SITE1166,Oncology,Melanoma,2021-10-14,35,2021-11-18,7,45,41,5.71,0.32,0.01,11,0.99,1
SITE1166,Oncology,CRC,2018-08-31,88,2018-11-27,11,11,16,1.22,0.24,0.07,0,0.95,1
SITE1166,Oncology,Breast Cancer,2020-12-07,91,2021-03-08,12,33,39,2.15,0.14,0.1,1,0.87,1
SITE1166,Oncology,Melanoma,2019-03-19,36,2019-04-24,18,59,54,3.2,0.18,0.05,12,0.93,2
SITE1166,Oncology,CRC,2022-08-02,79,2022-10-20,9,14,19,1.29,0.03,0.02,4,0.85,0
SITE1166,Oncology,NSCLC,2020-02-06,70,2020-04-16,12,55,54,4.18,0.19,0.03,2,0.94,3
SITE1167,Neurology,Epilepsy,2022-06-26,67,2022-09-01,9,36,32,3.49,0.17,0.08,13,0.92,0
SITE1167,Oncology,CRC,2024-02-26,78,2024-05-14,6,58,48,9.36,0.21,0.04,3,0.75,4
SITE1167,Oncology,Prostate,2024-08-04,53,2024-09-26,15,12,15,0.22,0.23,0.01,4,0.91,0
SITE1167,Oncology,NSCLC,2017-12-13,78,2018-03-01,15,5,4,0.2,0.12,0.01,10,0.81,3
SITE1167,Oncology,Melanoma,2018-08-27,75,2018-11-10,3,9,9,3.46,0.32,0.08,9,0.97,0
SITE1167,Neurology,MS,2019-07-22,85,2019-10-15,14,16,16,2.75,0.18,0.02,2,0.95,0
SITE1168,Endocrinology,T2D,2018-04-17,105,2018-07-31,11,30,27,1.91,0.17,0.06,2,0.86,1
SITE1168,Oncology,Prostate,2022-01-07,69,2022-03-17,13,28,24,1.65,0.13,0.07,8,0.84,2
SITE1168,Oncology,Melanoma,2019-03-28,80,2019-06-16,11,42,33,5.18,0.28,0.07,3,0.84,4
SITE1168,Oncology,CRC,2020-11-15,87,2021-02-10,11,59,63,6.14,0.11,0.07,6,0.95,2
SITE1168,Oncology,CRC,2017-11-05,48,2017-12-23,9,56,64,7.35,0.2,0.0,5,0.97,1
SITE1168,Cardiology,AF,2017-03-23,59,2017-05-21,18,33,26,3.15,0.34,0.06,3,0.99,4
SITE1168,Neurology,Epilepsy,2018-03-01,81,2018-05-21,3,7,10,4.16,0.13,0.02,7,0.97,4
SITE1169,Endocrinology,Obesity,2022-10-28,107,2023-02-12,13,14,6,0.93,0.09,0.09,5,0.99,3
SITE1169,Neurology,MS,2021-01-09,46,2021-02-24,6,37,35,4.79,0.44,0.1,2,0.99,0
SITE1169,Oncology,NSCLC,2022-11-04,92,2023-02-04,7,34,23,4.72,0.16,0.06,5,0.8,1
SITE1169,Oncology,Prostate,2017-06-21,41,2017-08-01,14,22,19,2.04,0.2,0.05,5,0.87,4
SITE1170,Neurology,MS,2021-09-24,64,2021-11-27,12,45,45,3.56,0.27,0.07,2,0.94,3
SITE1170,Neurology,MS,2023-02-07,91,2023-05-09,14,29,34,1.52,0.2,0.02,9,0.92,4
SITE1170,Oncology,Melanoma,2022-03-04,84,2022-05-27,3,16,16,4.84,0.3,0.06,5,0.71,4
SITE1170,Cardiology,AF,2018-06-25,54,2018-08-18,3,59,62,10.0,0.21,0.03,8,0.82,1
SITE1171,Oncology,Prostate,2024-10-08,75,2024-12-22,8,47,40,6.13,0.17,0.03,1,0.93,4
SITE1171,Oncology,Prostate,2017-02-10,65,2017-04-16,3,47,38,10.0,0.22,0.05,12,0.74,2
SITE1172,Endocrinology,T2D,2024-01-22,66,2024-03-28,6,59,53,9.94,0.28,0.05,9,0.89,1
SITE1172,Oncology,Prostate,2022-01-03,82,2022-03-26,7,16,16,2.53,0.03,0.0,6,0.92,2
SITE1172,Oncology,NSCLC,2024-04-26,58,2024-06-23,11,40,42,3.59,0.13,0.03,7,0.91,0
SITE1172,Neurology,MS,2018-12-09,65,2019-02-12,18,32,21,1.8,0.18,0.04,7,0.75,2
SITE1172,Neurology,MS,2022-06-12,56,2022-08-07,8,33,28,2.64,0.03,0.04,0,0.87,1
SITE1173,Oncology,CRC,2021-05-01,53,2021-06-23,3,35,31,10.0,0.16,0.12,7,0.81,1
SITE1173,Oncology,Melanoma,2017-08-26,66,2017-10-31,4,56,42,10.0,0.24,0.05,7,0.77,2
SITE1173,Neurology,Epilepsy,2023-12-19,40,2024-01-28,8,17,20,0.97,0.23,0.04,6,0.99,4
SITE1173,Cardiology,AF,2023-09-24,76,2023-12-09,5,35,36,7.62,0.05,0.06,2,0.94,2
SITE1173,Oncology,NSCLC,2021-10-25,80,2022-01-13,12,47,42,3.3,0.24,0.06,5,0.94,0
SITE1173,Oncology,CRC,2021-04-12,114,2021-08-04,7,17,19,2.17,0.14,0.05,4,0.77,3
SITE1174,Oncology,Melanoma,2018-05-05,95,2018-08-08,11,33,37,2.86,0.27,0.06,3,0.71,0
SITE1174,Cardiology,AF,2017-10-25,83,2018-01-16,15,53,48,2.41,0.35,0.04,5,0.98,2
SITE1174,Cardiology,ACS,2024-07-29,57,2024-09-24,19,22,16,0.69,0.32,0.07,4,0.83,1
SITE1174,Oncology,Prostate,2022-01-12,54,2022-03-07,9,18,15,2.89,0.28,0.09,8,0.99,1
SITE1174,Oncology,NSCLC,2017-07-25,62,2017-09-25,3,24,23,8.66,0.08,0.02,6,0.99,3
SITE1174,Oncology,NSCLC,2022-06-30,88,2022-09-26,15,6,7,0.66,0.18,0.09,0,0.8,1
SITE1174,Endocrinology,T2D,2024-03-20,64,2024-05-23,13,38,39,3.88,0.13,0.04,4,0.84,1
SITE1174,Oncology,Melanoma,2024-10-03,72,2024-12-14,5,9,10,1.01,0.28,0.07,12,0.92,2
SITE1174,Oncology,NSCLC,2020-08-05,83,2020-10-27,4,12,19,3.12,0.17,0.06,6,0.81,0
SITE1174,Oncology,NSCLC,2021-08-16,97,2021-11-21,19,58,44,3.05,0.11,0.0,3,0.82,2
SITE1174,Neurology,MS,2019-12-31,65,2020-03-05,9,48,40,5.07,0.37,0.08,8,0.84,2
SITE1174,Oncology,CRC,2022-06-08,31,2022-07-09,10,9,8,0.54,0.17,0.08,7,0.89,1
SITE1174,Oncology,Breast Cancer,2018-11-04,62,2019-01-05,13,19,17,1.4,0.13,0.06,5,0.94,1
SITE1175,Endocrinology,Obesity,2024-09-02,45,2024-10-17,9,5,0,1.78,0.32,0.05,5,0.72,1
SITE1175,Oncology,Breast Cancer,2018-12-03,63,2019-02-04,8,13,16,1.86,0.22,0.06,7,0.87,2
SITE1175,Oncology,NSCLC,2024-03-03,49,2024-04-21,12,38,36,3.98,0.23,0.0,0,0.91,2
SITE1175,Neurology,MS,2020-05-07,71,2020-07-17,3,59,48,10.0,0.22,0.06,2,0.99,1
SITE1176,Cardiology,HF,2020-07-16,84,2020-10-08,11,22,23,0.34,0.27,0.06,3,0.94,2
SITE1176,Cardiology,ACS,2018-03-07,71,2018-05-17,10,13,11,2.38,0.44,0.07,6,0.91,2
SITE1176,Neurology,Epilepsy,2019-03-02,69,2019-05-10,9,11,6,1.99,0.1,0.09,3,0.82,0
SITE1176,Endocrinology,Obesity,2021-02-08,84,2021-05-03,9,13,13,0.59,0.13,0.02,8,0.84,4
SITE1176,Oncology,Breast Cancer,2021-03-01,66,2021-05-06,13,39,34,4.09,0.22,0.04,3,0.99,2
SITE1177,Oncology,Melanoma,2022-12-18,64,2023-02-20,3,22,19,6.52,0.11,0.03,8,0.88,1
SITE1177,Neurology,Epilepsy,2018-06-03,84,2018-08-26,11,8,13,1.17,0.07,0.09,7,0.87,0
SITE1177,Endocrinology,T2D,2024-03-21,28,2024-04-18,13,29,29,1.68,0.18,0.04,3,0.9,3
SITE1177,Endocrinology,Obesity,2023-09-27,66,2023-12-02,12,47,47,3.39,0.12,0.05,12,0.83,2
SITE1177,Oncology,Breast Cancer,2019-05-28,60,2019-07-27,9,27,27,2.22,0.16,0.07,9,0.81,1
SITE1178,Oncology,Prostate,2019-10-10,51,2019-11-30,3,15,11,5.33,0.22,0.07,5,0.9,1
SITE1178,Oncology,CRC,2020-01-28,68,2020-04-05,14,48,44,2.95,0.21,0.01,8,0.99,4
SITE1178,Oncology,NSCLC,2024-04-15,93,2024-07-17,10,35,33,4.77,0.06,0.03,5,0.88,4
SITE1178,Cardiology,HF,2017-01-11,78,2017-03-30,8,17,14,2.8,0.06,0.04,2,0.99,1
SITE1178,Oncology,NSCLC,2021-10-20,56,2021-12-15,3,36,36,10.0,0.11,0.07,5,0.88,4
SITE1178,Oncology,CRC,2023-11-04,111,2024-02-23,19,23,20,2.39,0.03,0.08,5,0.99,1
SITE1178,Endocrinology,T2D,2020-07-06,52,2020-08-27,9,50,50,5.95,0.06,0.07,8,0.99,3
SITE1178,Cardiology,HF,2019-09-14,53,2019-11-06,5,17,15,2.46,0.22,0.09,2,0.94,2
SITE1178,Cardiology,ACS,2017-11-03,51,2017-12-24,10,12,7,0.35,0.27,0.07,5,0.83,1
SITE1178,Cardiology,AF,2018-09-07,56,2018-11-02,11,58,52,6.21,0.09,0.0,7,0.77,2
SITE1179,Neurology,MS,2023-01-23,53,2023-03-17,11,37,36,3.47,0.12,0.05,0,0.88,0
SITE1179,Oncology,NSCLC,2019-10-10,86,2020-01-04,11,49,45,3.79,0.27,0.03,4,0.87,2
SITE1179,Oncology,NSCLC,2022-09-05,73,2022-11-17,11,39,36,4.8,0.36,0.04,5,0.78,0
SITE1179,Oncology,Breast Cancer,2023-05-03,81,2023-07-23,5,27,26,4.86,0.1,0.04,8,0.75,0
SITE1180,Oncology,Breast Cancer,2024-05-06,65,2024-07-10,6,15,17,2.29,0.1,0.1,1,0.87,2
SITE1180,Oncology,Melanoma,2019-05-01,45,2019-06-15,8,20,20,3.04,0.13,0.02,6,0.82,2
SITE1180,Cardiology,AF,2018-03-05,48,2018-04-22,4,41,44,10.0,0.22,0.05,8,0.99,0
SITE1180,Oncology,Melanoma,2024-12-24,39,2025-02-01,3,53,47,10.0,0.06,0.07,4,0.75,4
SITE1180,Cardiology,HF,2018-09-29,56,2018-11-24,11,53,50,4.1,0.35,0.09,5,0.87,2
SITE1180,Oncology,Breast Cancer,2020-07-28,55,2020-09-21,8,33,28,4.86,0.34,0.01,6,0.72,4
SITE1181,Endocrinology,T2D,2018-07-09,77,2018-09-24,3,11,17,3.13,0.25,0.07,7,0.84,2
SITE1181,Cardiology,ACS,2020-05-08,47,2020-06-24,7,32,25,5.14,0.3,0.07,8,0.92,1
SITE1181,Oncology,Prostate,2023-03-23,91,2023-06-22,12,27,20,0.88,0.15,0.09,1,0.82,3
SITE1181,Oncology,CRC,2024-07-10,66,2024-09-14,11,8,3,1.05,0.2,0.04,8,0.72,2
SITE1182,Oncology,NSCLC,2024-04-07,59,2024-06-05,9,26,31,3.57,0.33,0.07,7,0.82,2
SITE1182,Neurology,Epilepsy,2018-03-05,66,2018-05-10,10,31,23,2.09,0.2,0.1,1,0.96,4
SITE1182,Endocrinology,Obesity,2024-06-20,88,2024-09-16,14,51,48,3.37,0.15,0.03,7,0.94,4
SITE1182,Oncology,Breast Cancer,2021-08-21,72,2021-11-01,5,38,37,9.03,0.3,0.0,10,0.82,4
SITE1182,Cardiology,ACS,2021-01-31,83,2021-04-24,11,52,40,4.95,0.15,0.09,5,0.89,3
SITE1182,Oncology,Breast Cancer,2024-11-13,104,2025-02-25,6,47,45,7.5,0.14,0.01,3,0.99,1
SITE1182,Oncology,CRC,2019-09-10,46,2019-10-26,4,46,47,10.0,0.11,0.05,6,0.87,0
SITE1182,Cardiology,AF,2022-03-02,62,2022-05-03,10,26,26,3.33,0.3,0.02,9,0.87,1
SITE1182,Endocrinology,T2D,2018-12-22,70,2019-03-02,9,37,33,3.07,0.14,0.0,9,0.8,4
SITE1183,Oncology,Melanoma,2024-03-14,84,2024-06-06,7,30,24,3.53,0.05,0.03,3,0.73,2
SITE1183,Endocrinology,T2D,2022-07-28,57,2022-09-23,5,49,45,8.74,0.3,0.05,6,0.99,3
SITE1183,Endocrinology,Obesity,2024-07-12,88,2024-10-08,5,48,43,9.6,0.24,0.08,8,0.99,2
SITE1183,Oncology,NSCLC,2022-08-06,105,2022-11-19,9,37,39,3.79,0.23,0.07,0,0.78,2
SITE1183,Oncology,CRC,2023-10-25,73,2024-01-06,5,51,50,10.0,0.07,0.04,2,0.79,1
SITE1183,Cardiology,AF,2020-10-24,36,2020-11-29,9,45,43,4.13,0.17,0.04,4,0.8,0
SITE1183,Neurology,Epilepsy,2019-09-06,55,2019-10-31,10,47,37,3.58,0.27,0.11,9,0.85,4
SITE1183,Endocrinology,Obesity,2017-07-29,68,2017-10-05,11,12,12,0.62,0.24,0.06,5,0.74,1
SITE1183,Oncology,Melanoma,2017-02-06,66,2017-04-13,9,37,32,3.52,0.1,0.06,5,0.96,2
SITE1184,Cardiology,ACS,2021-03-22,53,2021-05-14,8,11,1,1.4,0.22,0.02,8,0.83,0
SITE1184,Neurology,Epilepsy,2022-09-02,75,2022-11-16,11,58,60,6.32,0.09,0.05,4,0.86,0
SITE1184,Endocrinology,Obesity,2017-01-09,67,2017-03-17,13,26,25,2.63,0.11,0.07,7,0.8,2
SITE1184,Oncology,CRC,2024-07-04,61,2024-09-03,15,59,49,3.2,0.24,0.05,9,0.95,1
SITE1184,Cardiology,ACS,2018-08-13,64,2018-10-16,14,45,47,4.86,0.28,0.05,8,0.86,4
SITE1185,Cardiology,ACS,2022-12-30,94,2023-04-03,8,32,26,4.15,0.2,0.04,3,0.93,4
SITE1185,Cardiology,AF,2021-11-17,52,2022-01-08,15,12,7,1.17,0.14,0.05,7,0.96,1
SITE1185,Oncology,Breast Cancer,2024-05-20,65,2024-07-24,6,7,10,1.51,0.14,0.04,2,0.94,3
SITE1185,Oncology,Melanoma,2018-12-29,80,2019-03-19,8,24,20,3.4,0.25,0.03,5,0.98,1
SITE1185,Oncology,Prostate,2024-11-22,68,2025-01-29,15,25,31,2.23,0.39,0.07,8,0.91,2
SITE1185,Neurology,Epilepsy,2018-10-30,45,2018-12-14,5,51,52,10.0,0.22,0.05,10,0.99,2
SITE1185,Oncology,NSCLC,2019-08-09,91,2019-11-08,12,51,42,3.57,0.26,0.07,8,0.91,3
SITE1185,Endocrinology,Obesity,2022-11-13,98,2023-02-19,10,53,53,5.03,0.3,0.07,10,0.94,1
SITE1185,Cardiology,ACS,2018-06-29,90,2018-09-27,14,39,33,2.26,0.34,0.07,7,0.77,4
SITE1186,Cardiology,HF,2017-10-02,52,2017-11-23,7,25,22,4.36,0.29,0.06,11,0.74,3
SITE1186,Oncology,Melanoma,2019-01-28,86,2019-04-24,4,43,41,10.0,0.28,0.04,4,0.85,1
SITE1186,Oncology,NSCLC,2018-05-18,76,2018-08-02,7,25,27,3.29,0.32,0.04,1,0.95,2
SITE1186,Oncology,Breast Cancer,2017-04-04,47,2017-05-21,10,58,59,4.52,0.25,0.07,3,0.92,3
SITE1186,Cardiology,HF,2017-12-11,83,2018-03-04,18,50,56,0.98,0.11,0.05,7,0.9,1
SITE1187,Oncology,Melanoma,2018-02-28,66,2018-05-05,13,8,11,1.1,0.19,0.04,6,0.99,4
SITE1187,Neurology,Epilepsy,2017-03-16,107,2017-07-01,11,13,10,1.42,0.26,0.03,5,0.9,2
SITE1187,Oncology,NSCLC,2021-04-19,64,2021-06-22,6,40,33,6.37,0.03,0.08,3,0.96,2
SITE1187,Oncology,Melanoma,2021-12-16,83,2022-03-09,15,25,19,3.39,0.18,0.0,4,0.84,2
SITE1187,Endocrinology,T2D,2017-07-05,46,2017-08-20,19,53,43,2.91,0.24,0.02,1,0.9,4
SITE1187,Oncology,Melanoma,2017-06-25,73,2017-09-06,4,5,8,0.93,0.17,0.09,5,0.99,3
SITE1188,Oncology,CRC,2024-11-11,51,2025-01-01,9,46,40,4.66,0.21,0.08,5,0.93,2
SITE1188,Oncology,CRC,2018-01-13,43,2018-02-25,9,23,17,2.63,0.22,0.04,4,0.99,4
SITE1188,Oncology,CRC,2020-07-01,117,2020-10-26,10,17,20,2.68,0.16,0.06,1,0.93,2
SITE1189,Oncology,CRC,2018-01-02,69,2018-03-12,16,15,15,2.85,0.32,0.02,5,0.99,4
SITE1189,Neurology,MS,2023-09-07,106,2023-12-22,12,36,36,3.49,0.11,0.08,2,0.9,2
SITE1189,Endocrinology,Obesity,2024-05-03,43,2024-06-15,3,17,15,4.79,0.25,0.05,9,0.85,2
SITE1189,Oncology,CRC,2018-12-01,41,2019-01-11,9,49,48,4.99,0.14,0.05,9,0.99,0
SITE1189,Neurology,MS,2024-03-15,94,2024-06-17,10,59,55,4.59,0.19,0.06,0,0.89,3
SITE1189,Oncology,Breast Cancer,2022-08-18,87,2022-11-13,13,37,41,2.75,0.26,0.08,2,0.8,1
SITE1189,Oncology,NSCLC,2020-04-25,66,2020-06-30,14,41,37,3.12,0.19,0.04,8,0.89,3
SITE1190,Cardiology,AF,2018-07-05,86,2018-09-29,12,35,32,2.72,0.24,0.05,2,0.94,2
SITE1190,Cardiology,AF,2020-08-13,33,2020-09-15,16,26,26,2.85,0.37,0.05,4,0.99,4
SITE1190,Oncology,Melanoma,2017-09-17,60,2017-11-16,5,42,43,9.28,0.05,0.07,3,0.97,0
SITE1190,Oncology,Breast Cancer,2021-12-01,29,2021-12-30,12,21,18,1.04,0.08,0.11,6,0.89,4
SITE1190,Oncology,Prostate,2017-05-15,50,2017-07-04,5,43,41,7.65,0.08,0.04,3,0.99,4
SITE1190,Oncology,CRC,2024-10-02,45,2024-11-16,12,15,15,1.32,0.3,0.0,2,0.71,1
SITE1191,Neurology,MS,2021-03-29,72,2021-06-09,9,30,29,3.63,0.23,0.07,9,0.99,4
SITE1191,Oncology,Melanoma,2022-04-24,80,2022-07-13,11,32,27,1.88,0.21,0.06,8,0.85,0
SITE1191,Endocrinology,Obesity,2021-09-03,102,2021-12-14,10,21,23,2.5,0.15,0.05,7,0.96,1
SITE1192,Oncology,Melanoma,2018-08-12,99,2018-11-19,8,18,11,2.07,0.18,0.02,2,0.71,2
SITE1192,Oncology,Breast Cancer,2021-08-11,71,2021-10-21,5,32,34,6.17,0.08,0.04,4,0.99,4
SITE1192,Oncology,CRC,2023-02-28,76,2023-05-15,9,27,21,3.21,0.21,0.05,7,0.93,2
